0.2 0.324721943528457 0.115536704735844 -0.0636635954569567
0.4 0.532416637481007 0.186011221848891 -0.102143708915959
0.6 0.654715849329529 0.221138978994488 -0.120647461093976
0.8 0.715651480663123 0.228987425770391 -0.123599217288686
1 0.733367345454017 0.21622131090379 -0.114738454309013
1.2 0.721460892379157 0.188314324169812 -0.0972067757550807
1.4 0.690032534382069 0.149731508704081 -0.0736251608974607
1.6 0.646504415105639 0.104086196336128 -0.0461624700627611
1.8 0.596257696819775 0.0542748479909534 -0.0165961024661012
2 0.543127098376645 0.00259268034246987 0.013634367634192
2.2 0.489783485687328 -0.0491673309839843 0.0433798480868867
2.4 0.43802881459521 -0.0996298893217919 0.0717400023873212
2.6 0.389022543524792 -0.147765271738575 0.09802654957452
2.8 0.343454674304888 -0.192828008271237 0.121731040916069
3 0.301677302054768 -0.234304856336922 0.142496633195855
3.2 0.263803979432745 -0.27187079458314 0.160093413199635
3.4 0.229784252210414 -0.305351908142718 0.17439688900941
3.6 0.199459087489024 -0.334694193771111 0.185369288148397
3.8 0.172601635374261 -0.359937446545013 0.193043345036584
4 0.148946834452126 -0.381193489217774 0.19750829405229
4.2 0.128212556013156 -0.398628114368016 0.198897813324447
4.4 0.110114352406885 -0.412446187995693 0.197379693690489
4.6 0.0943754553985389 -0.422879442257977 0.193147019725984
4.8 0.0807332529591147 -0.430176545753313 0.186410689438909
5 0.0689431631875439 -0.434595104888134 0.177393100678496
5.2 0.0587806684993414 -0.436395281449184 0.166322871658255
5.4 0.0500420311466326 -0.435834782307569 0.153430449955941
5.6 0.0425440838961068 -0.433164976786375 0.138944507081599
5.8 0.0361234407017815 -0.428627975783329 0.123089008647322
6 0.0306353158138901 -0.422454481435675 0.106080874347842
6.2 0.0259521163562653 -0.41486229686601 0.0881281459966002
6.4 0.0219619565634039 -0.406055352540328 0.0694285875404467
6.6 0.0185671391720129 -0.396223169050772 0.0501686618272002
6.8 0.0156826674374395 -0.385540655940719 0.0305228209522758
7 0.0132348506910772 -0.374168186222548 0.0106530691247718
7.2 0.01115998367243 -0.362251882626473 -0.00929125068584745
7.4 0.00940313669340166 -0.349924065390214 -0.029173484034835
7.6 0.00791707238886871 -0.337303821338821 -0.0488695330452195
7.8 0.00666124826357231 -0.324497658247076 -0.0682676034169677
8 0.00560093936321427 -0.311600218171774 -0.0872678406177245
8.2 0.00470646375606186 -0.298695026543982 -0.105781896427411
8.4 0.00395248440552735 -0.285855256713268 -0.123732426622913
8.6 0.00331741085302165 -0.273144498029507 -0.141052547033167
8.8 0.0027828741910204 -0.260617510496447 -0.157685253051616
9 0.00233326088638142 -0.248320965328797 -0.173582822412211
9.2 0.00195532259232215 -0.23629415426836 -0.188706207686037
9.4 0.00163782891695949 -0.22456967459067 -0.203024423492644
9.6 0.00137126689730021 -0.213174074308547 -0.216513939454012
9.8 0.00114759036467261 -0.202128461544954 -0.229158082295286
10 0.000959998643681541 -0.191449077027253 -0.240946455746198
10.2 0.00080274930899103 -0.181147827819034 -0.251874376569722
10.4 0.00067100031984324 -0.171232783454967 -0.261942328441367
10.6 0.000560667579443336 -0.161708632272273 -0.271155445930164
