20 0
40 0
60 0
80 2
100 3
120 6
140 9
160 14
180 20
200 28
220 38
240 49
260 59
280 83
300 96
320 116
340 146
360 176
380 210
400 241
420 273
440 315
460 365
480 413
500 495
520 548
540 625
560 682
580 747
600 861
620 915
640 1009
660 1088
680 1287
700 1490
720 1701
740 1833
760 2519
780 2436
800 2130
820 2352
840 2629
860 3022
880 2942
900 4029
920 3934
940 3590
960 3692
980 3715
